,CBAP,CBBP,CBCP,CBDP,N2AP,N2BP,N2CP,N2DP
WBGene00009644,0,0,0,0,0,0,0,0
WBGene00201388,1,0,4,0,0,0,0,0
WBGene00201389,0,0,0,0,0,0,0,0
WBGene00009641,0,0,0,13,0,0,0,0
WBGene00009640,0,0,0,0,0,0,0,0
WBGene00201384,0,0,0,0,0,0,0,0
WBGene00201385,0,0,0,0,0,0,0,0
WBGene00201386,0,0,0,0,0,0,0,0
WBGene00201387,0,0,0,0,0,0,0,0
WBGene00201380,0,0,0,0,0,0,0,0
WBGene00201381,0,0,0,0,0,0,0,0
WBGene00009649,0,0,0,0,0,0,0,0
WBGene00009648,32,54,0,23,18,61,0,46
WBGene00004077,672,989,685,559,110,621,70,313
WBGene00004076,945,2127,1701,525,792,2482,1307,4703
WBGene00169392,0,0,0,0,0,0,0,0
WBGene00169393,0,0,0,0,0,0,0,0
WBGene00169394,0,0,0,0,0,0,0,1
WBGene00169395,0,0,0,0,0,0,0,0
WBGene00169396,0,0,0,0,0,0,0,0
WBGene00169397,0,0,0,0,0,0,0,0
WBGene00169398,0,0,0,0,0,0,0,0
WBGene00169399,0,0,0,0,0,0,0,0
WBGene00004078,120,326,170,88,134,364,27,189
WBGene00219921,5,0,3,0,3,4,0,3
WBGene00219920,0,0,0,0,2,0,0,0
WBGene00219923,0,0,0,0,0,0,0,0
WBGene00219922,3,1,12,7,0,13,0,0
WBGene00219925,0,1,0,0,0,0,0,0
WBGene00219924,0,0,0,0,0,0,0,0
WBGene00049871,3,36,42,16,3,18,0,3
WBGene00219926,0,0,3,9,0,18,0,12
WBGene00219929,0,0,0,0,0,0,0,0
WBGene00219928,0,0,0,0,0,0,0,0
WBGene00046710,0,0,2,0,0,0,0,0
WBGene00046711,0,0,0,0,0,0,0,0
WBGene00046712,0,0,0,0,0,0,0,0
WBGene00046713,1,2,1,0,0,1,0,1
WBGene00046714,0,0,0,0,0,0,0,0
WBGene00046715,0,0,0,0,0,0,0,0
WBGene00046716,0,0,0,0,0,0,0,0
WBGene00046717,0,7,0,0,0,0,0,0
WBGene00046718,0,0,0,0,0,0,0,0
WBGene00046719,0,0,2,0,0,0,0,0
WBGene00049720,0,0,0,0,0,0,0,0
WBGene00200166,0,0,0,0,0,0,0,0
WBGene00200165,0,0,0,0,0,0,0,0
WBGene00200164,0,0,4,0,0,0,0,0
WBGene00049724,0,0,0,0,0,0,0,0
WBGene00200162,0,7,0,0,0,5,0,2
WBGene00200161,0,0,0,0,0,0,0,0
WBGene00049727,4,0,0,0,0,0,0,0
WBGene00049728,0,0,0,0,0,0,0,0
WBGene00049729,0,0,0,0,0,0,0,0
WBGene00200169,0,0,0,0,0,0,0,0
WBGene00200168,0,0,0,0,0,0,0,0
WBGene00044718,0,0,0,0,0,0,0,0
WBGene00044719,0,0,0,0,0,0,0,0
WBGene00015338,0,0,0,0,0,0,0,0
WBGene00015339,0,0,0,0,0,0,0,0
WBGene00015336,0,0,0,0,0,0,0,0
WBGene00044713,0,0,0,0,6,0,0,0
WBGene00015334,0,0,0,0,0,0,0,0
WBGene00015335,0,0,0,0,0,0,0,0
WBGene00015332,0,0,0,0,0,16,0,0
WBGene00015333,0,0,0,0,0,0,0,0
WBGene00015330,89,185,90,71,28,122,19,124
WBGene00015331,288,553,497,288,402,973,71,601
WBGene00011651,0,0,0,0,0,0,0,0
WBGene00011650,0,0,0,0,0,0,0,0
WBGene00011653,0,0,0,0,0,0,0,0
WBGene00011652,0,0,0,0,0,0,0,0
WBGene00011655,0,0,0,0,0,0,0,0
WBGene00011654,0,0,0,0,0,0,0,0
WBGene00011657,0,0,0,0,0,0,0,0
WBGene00011656,0,0,0,0,0,0,0,0
WBGene00011659,0,0,0,0,0,0,0,0
WBGene00011658,0,0,0,0,0,0,0,0
WBGene00046330,0,0,1,2,0,0,0,0
WBGene00046331,0,0,0,0,0,0,0,0
WBGene00046336,0,0,0,0,0,0,0,0
WBGene00046337,0,0,0,0,0,0,0,0
WBGene00013659,207,199,0,71,0,427,0,138
WBGene00013658,10,0,0,17,40,189,47,50
WBGene00022602,0,0,0,0,0,0,0,0
WBGene00013653,0,0,0,0,0,364,0,96
WBGene00013652,54,91,57,60,28,102,0,59
WBGene00013651,0,57,61,29,0,0,0,14
WBGene00013650,1,0,0,0,0,7,0,2
WBGene00013657,0,0,0,0,0,0,0,0
WBGene00013656,0,0,5,11,31,74,4,36
WBGene00013655,2,18,0,1,2,11,10,15
WBGene00013654,0,0,0,3,13,12,0,16
WBGene00201232,0,0,0,0,0,0,0,0
WBGene00016023,0,0,0,0,0,0,0,0
WBGene00016022,0,0,10,6,10,8,0,7
WBGene00016021,0,21,62,25,0,63,0,70
WBGene00016020,29,18,25,28,33,170,41,130
WBGene00016027,0,0,0,0,0,18,0,14
WBGene00016025,0,0,0,0,0,0,0,0
WBGene00016024,7,0,0,0,0,0,0,0
WBGene00165431,0,0,0,0,0,0,0,0
WBGene00201234,0,0,0,0,0,0,0,0
WBGene00016029,44,54,50,25,295,706,160,531
WBGene00201314,0,0,0,0,0,0,0,0
WBGene00165435,0,0,0,0,0,0,0,0
WBGene00165434,0,0,0,0,0,0,0,0
WBGene00165436,15,0,0,0,0,0,0,0
WBGene00021332,119,460,247,221,104,413,138,203
WBGene00019901,0,0,0,3,0,0,0,0
WBGene00019900,171,730,305,252,184,860,127,504
WBGene00019903,0,0,0,0,0,0,0,0
WBGene00019902,137,422,64,194,45,124,0,65
WBGene00019905,51,76,30,59,121,219,20,215
WBGene00019904,0,0,0,0,0,0,0,0
WBGene00019907,0,0,0,0,0,0,0,0
WBGene00019906,59,57,124,54,91,341,0,115
WBGene00019909,200,566,505,426,0,563,0,222
WBGene00019908,0,0,0,0,0,0,0,0
WBGene00199462,0,0,0,0,0,0,0,0
WBGene00012308,0,0,0,0,0,0,0,0
WBGene00012309,0,0,0,0,0,0,0,0
WBGene00012306,42,81,64,41,91,315,14,147
WBGene00012307,6,0,0,0,0,8,0,17
WBGene00012304,8,6,6,6,13,32,5,4
WBGene00012305,0,0,0,0,0,0,0,0
WBGene00012302,727,1136,977,662,628,2625,0,1067
WBGene00012303,79,193,110,76,109,254,28,0
WBGene00012300,0,16,0,0,0,27,0,0
WBGene00012301,0,0,0,0,0,0,0,0
WBGene00021108,0,0,0,0,10,0,0,0
WBGene00021109,0,12,0,0,0,0,0,0
WBGene00021103,234,502,537,326,153,78,0,265
WBGene00021100,0,0,0,0,0,0,0,0
WBGene00021101,5241,10453,8144,5389,4899,33417,1324,7316
WBGene00021106,1632,2638,1562,1617,5058,16532,2836,7634
WBGene00021107,485,938,189,450,622,2336,157,1030
WBGene00021104,0,0,15,0,0,0,0,0
WBGene00021105,0,0,0,0,0,0,0,0
WBGene00049309,0,0,0,0,0,0,0,0
WBGene00016687,0,0,0,0,0,0,0,0
WBGene00050558,0,0,0,0,0,0,0,0
WBGene00016685,0,0,0,0,0,0,0,0
WBGene00016684,0,0,0,0,0,0,0,0
WBGene00016683,0,0,0,0,0,0,0,0
WBGene00016682,0,0,0,0,0,0,0,0
WBGene00016681,6,0,0,1,11,0,0,19
WBGene00016680,98,151,0,120,133,264,86,127
WBGene00050551,0,0,0,0,0,0,0,0
WBGene00050550,0,0,0,0,0,0,0,0
WBGene00050553,0,0,0,0,0,0,0,0
WBGene00050552,0,0,0,0,0,0,0,0
WBGene00050555,2,0,2,0,0,0,0,0
WBGene00050554,0,0,0,0,0,0,0,0
WBGene00016689,0,0,0,0,0,0,0,0
WBGene00003918,186,486,327,239,176,528,79,357
WBGene00017370,0,0,0,0,0,0,0,0
WBGene00017371,0,0,0,0,0,0,0,0
WBGene00017372,763,265,185,877,333,293,154,716
WBGene00017373,23,50,28,62,0,203,0,114
WBGene00166162,0,0,0,0,0,0,0,0
WBGene00166163,0,0,0,0,0,0,0,0
WBGene00017376,0,0,0,0,0,0,0,0
WBGene00166161,0,0,0,0,0,0,0,0
WBGene00017378,0,0,0,0,0,0,0,0
WBGene00017379,0,0,0,0,0,0,0,0
WBGene00166168,0,0,0,0,0,0,0,0
WBGene00166169,0,0,0,0,0,0,0,0
WBGene00010681,4,0,0,0,0,14,0,12
WBGene00010680,0,0,0,0,0,0,0,0
WBGene00010683,0,0,0,0,0,0,0,0
WBGene00010682,0,0,0,0,0,0,0,0
WBGene00010685,333,591,516,266,306,326,94,900
WBGene00010684,0,0,0,0,0,0,0,0
WBGene00010687,0,73,0,44,12,117,0,49
WBGene00010686,0,0,0,0,0,0,0,0
WBGene00010689,0,0,0,0,0,0,0,0
WBGene00010688,0,0,0,0,0,0,0,0
WBGene00016971,407,683,329,471,137,788,57,446
WBGene00016970,0,0,0,0,0,0,0,0
WBGene00016973,0,0,0,0,0,0,0,0
WBGene00016972,0,0,0,0,0,0,0,0
WBGene00016975,0,32,0,0,0,0,0,0
WBGene00016974,0,0,0,0,0,0,0,0
WBGene00016977,48,118,66,82,50,131,23,87
WBGene00016976,0,0,0,0,0,0,0,0
WBGene00016979,4,0,0,0,0,0,0,0
WBGene00016978,82,39,38,60,32,122,9,40
WBGene00198840,0,0,0,0,0,0,0,0
WBGene00198841,7,6,13,8,0,0,0,6
WBGene00198842,0,0,0,0,0,0,0,0
WBGene00003093,354,685,504,329,476,1927,161,656
WBGene00198844,0,0,0,0,0,11,0,0
WBGene00198845,0,0,0,0,0,0,0,0
WBGene00198846,0,0,0,0,0,0,0,0
WBGene00198847,0,9,0,0,0,2,0,4
WBGene00198848,0,0,0,0,0,0,0,0
WBGene00017083,0,0,0,0,0,0,0,0
WBGene00017080,175,360,274,209,407,2581,278,581
WBGene00017087,0,11,0,0,0,13,0,15
WBGene00017084,26,0,26,0,0,17,0,0
WBGene00017085,0,125,34,28,0,72,0,66
WBGene00196990,0,0,0,0,0,0,0,0
WBGene00011552,0,0,0,0,0,0,0,0
WBGene00196992,0,0,0,0,0,0,0,0
WBGene00196993,0,0,0,0,0,0,0,0
WBGene00196994,0,9,3,1,14,30,0,3
WBGene00196995,0,0,0,0,0,0,1,0
WBGene00196996,0,0,0,0,0,0,0,0
WBGene00011553,0,0,0,0,0,0,0,0
WBGene00196998,7,21,7,5,0,1,3,8
WBGene00196999,0,0,0,0,0,0,0,0
WBGene00199461,0,13,0,2,0,0,0,0
WBGene00199460,0,0,0,0,9,0,0,3
WBGene00199463,0,0,0,0,0,0,0,0
WBGene00011551,0,0,0,0,0,0,0,0
WBGene00199465,0,0,0,0,0,0,0,0
WBGene00199464,0,0,0,0,0,0,0,0
WBGene00199467,0,0,0,0,0,0,0,0
WBGene00199466,0,0,0,1,0,0,0,0
WBGene00199469,0,0,0,0,0,0,0,0
WBGene00011556,0,0,0,0,0,0,0,0
WBGene00018280,0,0,0,0,0,0,0,0
WBGene00198598,0,0,5,0,5,0,0,0
WBGene00198599,0,0,0,0,0,0,0,0
WBGene00011554,0,0,0,0,0,0,0,0
WBGene00016215,0,0,0,0,0,0,0,0
WBGene00198592,2,5,0,5,3,9,2,2
WBGene00198593,0,0,0,0,0,0,0,0
WBGene00198590,0,0,0,0,0,0,0,0
WBGene00198591,0,0,0,0,0,0,0,0
WBGene00198596,0,0,0,0,0,0,0,0
WBGene00198597,0,0,0,0,0,0,0,0
WBGene00198594,0,0,0,0,0,0,0,0
WBGene00198595,0,0,0,0,0,0,0,0
WBGene00022946,24,94,86,22,6,74,6,14
WBGene00174359,0,0,0,0,0,0,0,0
WBGene00168331,0,0,0,0,0,0,0,0
WBGene00016213,0,0,0,0,0,0,0,0
WBGene00197481,0,0,0,0,0,0,0,0
WBGene00197480,0,0,0,0,0,0,0,0
WBGene00197483,75,54,30,18,62,66,2,24
WBGene00220139,0,0,0,0,0,0,0,0
WBGene00049933,0,0,0,0,0,0,0,0
WBGene00197484,0,0,0,0,0,0,0,0
WBGene00197487,0,7,0,2,0,0,0,2
WBGene00197486,0,0,0,0,0,0,0,0
WBGene00220132,0,0,0,0,0,0,0,0
WBGene00220133,0,0,0,0,0,0,0,0
WBGene00220130,0,0,15,2,177,559,29,195
WBGene00220131,2,23,6,3,0,5,0,2
WBGene00220136,0,0,0,0,0,0,0,0
WBGene00220137,0,0,0,0,0,0,0,0
WBGene00220134,0,0,0,0,0,0,0,0
WBGene00220135,0,0,0,0,0,0,0,0
WBGene00014858,85,138,131,79,224,477,82,244
WBGene00010539,0,0,0,0,0,0,0,0
WBGene00010538,0,0,0,0,0,0,0,0
WBGene00166057,0,0,0,0,0,0,0,0
WBGene00014850,2,4,7,0,3,13,1,4
WBGene00014851,0,0,0,0,0,0,0,0
WBGene00014852,69,135,83,42,467,1258,283,548
WBGene00010530,0,0,0,0,0,0,0,0
WBGene00014854,0,11,7,0,0,0,0,6
WBGene00010536,0,0,0,0,0,0,0,0
WBGene00010535,0,0,0,0,0,0,0,0
WBGene00014857,15,17,43,11,86,209,93,117
WBGene00198338,0,0,0,0,0,0,0,0
WBGene00168259,0,0,0,0,0,0,0,0
WBGene00198336,0,0,0,0,0,0,0,0
WBGene00168257,0,0,0,0,0,0,0,0
WBGene00168254,0,0,0,0,0,0,0,0
WBGene00198335,0,12,3,0,0,0,0,0
WBGene00168252,51,111,86,45,15,44,1,11
WBGene00198333,0,0,0,0,0,0,0,0
WBGene00168250,0,0,0,0,0,0,0,0
WBGene00168251,0,0,0,0,0,0,0,0
WBGene00197739,0,0,0,0,0,0,0,0
WBGene00197738,0,0,3,0,0,0,0,0
WBGene00197733,0,0,0,0,0,0,0,0
WBGene00197732,0,0,0,0,0,0,0,0
WBGene00197731,0,0,0,0,0,0,0,0
WBGene00197730,0,0,0,0,0,0,0,0
WBGene00197737,3,5,3,1,1,1,0,2
WBGene00197736,0,0,0,0,0,0,0,0
WBGene00197735,9,13,5,3,2,22,0,4
WBGene00197624,0,0,0,0,0,0,0,0
WBGene00249815,0,0,0,0,0,0,0,0
WBGene00172398,0,0,0,0,0,0,0,0
WBGene00004371,741,1358,802,956,492,1374,180,860
WBGene00004378,37,84,79,104,44,204,0,145
WBGene00196468,0,0,0,1,2,0,3,2
WBGene00048965,0,0,0,0,0,0,0,0
WBGene00174919,0,0,0,0,0,0,0,0
WBGene00196460,0,0,0,0,0,0,0,0
WBGene00196461,3,30,9,1,0,17,3,9
WBGene00196462,0,0,0,0,0,0,0,0
WBGene00196463,0,0,0,0,0,0,0,0
WBGene00196464,0,0,0,0,0,0,0,0
WBGene00196465,0,5,0,0,6,1,0,11
WBGene00196466,0,0,0,0,4,0,0,0
WBGene00196467,1,3,4,5,0,3,1,0
WBGene00007014,0,0,0,0,0,0,0,0
WBGene00007015,508,901,699,545,1056,4522,151,1605
WBGene00007016,370,494,403,399,239,377,56,508
WBGene00007017,376,551,393,373,275,803,48,513
WBGene00007010,0,47,10,23,4,23,0,28
WBGene00007011,0,0,0,0,0,0,0,0
WBGene00007012,206,404,180,167,84,303,45,251
WBGene00007013,458,777,506,385,1705,5264,193,902
WBGene00007018,0,0,0,0,0,0,0,1
WBGene00007019,25,52,19,51,7,192,1,38
WBGene00002224,0,0,0,0,0,0,0,0
WBGene00006764,0,0,0,0,0,0,0,0
WBGene00006767,53,27,76,42,45,100,22,24
WBGene00006766,0,0,0,0,0,0,0,0
WBGene00006761,24,1,37,6,39,83,5,58
WBGene00006760,0,0,0,0,0,30,0,4
WBGene00002222,3027,1198,3399,1686,1785,6641,660,3897
WBGene00002223,529,683,520,611,359,862,329,1361
WBGene00006769,37,117,19,42,53,255,10,113
WBGene00002229,2120,5371,2940,2935,1055,4427,409,2710
WBGene00018134,39,51,44,41,25,43,0,43
WBGene00046490,0,0,0,0,0,0,0,0
WBGene00018133,0,0,0,0,0,0,0,0
WBGene00018132,0,0,0,0,0,0,0,0
WBGene00003687,0,0,22,0,28,0,0,26
WBGene00174914,0,0,1,0,0,0,0,0
WBGene00008403,23,32,16,9,0,111,0,66
WBGene00018130,37,60,88,11,45,107,19,63
WBGene00174915,0,0,0,0,0,0,0,0
WBGene00194902,0,0,0,0,0,0,0,0
WBGene00194905,0,0,0,0,0,0,0,0
WBGene00194907,11,0,0,0,33,81,0,28
WBGene00194906,7,83,65,27,0,195,15,37
WBGene00194909,0,0,0,0,0,0,0,0
WBGene00194908,0,0,0,0,0,16,0,0
WBGene00171823,0,0,0,0,0,0,0,0
WBGene00171822,0,0,0,0,0,0,0,0
WBGene00171821,0,0,0,0,0,0,0,0
WBGene00171820,0,0,0,0,0,0,0,0
WBGene00171827,0,0,0,0,0,0,0,0
WBGene00171826,0,0,0,0,0,0,0,0
WBGene00171825,0,0,0,0,0,0,0,0
WBGene00171824,0,0,0,0,0,0,0,0
WBGene00171829,0,0,0,0,0,0,0,0
WBGene00171828,0,0,0,0,0,0,0,0
WBGene00046496,0,5,5,9,5,3,0,0
WBGene00001755,0,0,0,22,0,0,0,24
WBGene00001754,0,0,0,0,0,0,0,0
WBGene00001757,0,0,0,0,0,0,0,0
WBGene00001756,28,111,34,35,0,23,0,0
WBGene00001751,0,0,0,0,0,0,0,0
WBGene00001750,0,0,0,0,0,0,0,0
WBGene00001753,0,0,8,0,0,37,0,6
WBGene00001752,0,0,0,0,0,0,0,0
WBGene00001759,0,0,0,0,0,0,0,0
WBGene00001758,0,0,7,0,9,10,0,10
WBGene00165378,0,0,0,0,0,0,0,0
WBGene00165379,0,0,0,0,0,0,0,0
WBGene00165376,0,8,0,0,0,0,0,0
WBGene00165377,0,0,0,0,0,5,0,4
WBGene00165374,2,0,0,0,0,0,0,0
WBGene00165375,6,7,6,3,0,2,0,0
WBGene00165372,0,0,0,0,0,0,0,0
WBGene00165373,0,0,0,0,0,0,0,0
WBGene00165370,0,0,0,0,0,0,0,0
WBGene00165371,0,0,2,0,0,0,0,0
WBGene00045829,0,0,0,0,0,0,0,0
WBGene00045828,0,0,0,0,0,0,0,0
WBGene00008509,0,0,0,0,0,0,0,0
WBGene00001281,919,1341,1165,846,1147,3219,288,2071
WBGene00138718,0,0,0,0,0,0,0,0
WBGene00138719,0,0,0,0,0,0,0,0
WBGene00138711,0,0,0,0,0,0,0,0
WBGene00138716,0,0,0,0,0,0,0,0
WBGene00138717,0,0,0,0,0,0,0,0
WBGene00138714,1,0,0,0,2,0,0,2
WBGene00138715,0,0,0,0,0,0,0,0
WBGene00045821,0,0,0,0,0,0,0,0
WBGene00015185,0,0,0,0,0,0,0,0
WBGene00004083,0,0,0,0,0,20,10,0
WBGene00045820,0,0,0,0,0,0,0,0
WBGene00007973,0,0,0,0,0,0,0,0
WBGene00170888,0,0,0,0,0,0,0,0
WBGene00170889,0,0,0,0,0,0,0,0
WBGene00170882,0,0,0,0,0,0,0,0
WBGene00170883,0,0,0,0,0,0,0,0
WBGene00170880,2,16,13,4,0,0,0,1
WBGene00170881,0,0,0,0,0,0,0,0
WBGene00170886,0,0,0,0,0,0,0,0
WBGene00170887,0,0,0,0,0,0,0,0
WBGene00170884,0,1,0,1,0,1,0,0
WBGene00170885,0,0,0,0,0,0,0,0
WBGene00172039,0,0,0,0,0,0,0,0
WBGene00172038,0,0,0,0,0,0,0,0
WBGene00004084,18,29,13,4,17,54,0,29
WBGene00172031,0,0,0,0,0,0,0,0
WBGene00172030,0,0,0,0,0,0,0,0
WBGene00172033,0,0,0,0,0,0,0,0
WBGene00172032,0,0,0,0,0,0,0,0
WBGene00172035,0,0,0,0,0,0,0,0
WBGene00172034,0,0,0,0,0,0,0,0
WBGene00172037,0,0,0,2,0,0,0,0
WBGene00172036,0,0,0,0,0,0,0,0
WBGene00000482,219,286,228,175,795,1890,281,782
WBGene00000483,0,0,0,0,0,0,0,0
WBGene00000480,50,153,116,86,186,388,135,245
WBGene00000481,0,0,0,0,0,0,0,0
WBGene00000487,0,0,0,0,0,0,0,0
WBGene00000484,0,0,0,0,0,0,0,0
WBGene00000485,0,0,0,0,0,0,0,0
WBGene00000488,0,0,0,0,0,0,0,0
WBGene00198558,0,0,0,0,0,0,0,0
WBGene00202414,0,0,0,0,0,0,0,0
WBGene00000158,22,33,107,66,38,64,0,28
WBGene00000159,61,0,96,89,0,0,0,70
WBGene00000155,368,1285,621,712,254,1477,73,745
WBGene00000156,86,119,166,91,63,320,0,136
WBGene00000157,0,0,0,0,0,0,0,0
WBGene00000150,0,0,0,0,0,47,0,6
WBGene00000151,12,14,23,32,0,72,0,64
WBGene00018508,33,103,26,21,34,111,30,111
WBGene00018509,47,163,43,75,0,225,24,174
WBGene00018502,0,0,0,0,0,0,0,0
WBGene00018503,0,0,0,0,0,0,0,0
WBGene00018500,36,90,74,30,12,67,14,37
WBGene00018501,0,0,0,0,0,0,0,0
WBGene00018506,0,0,0,0,0,0,0,0
WBGene00018507,0,0,0,0,0,0,0,0
WBGene00018504,0,0,0,0,0,0,0,0
WBGene00018505,0,0,0,0,0,0,0,0
WBGene00005504,0,0,0,0,0,0,0,0
WBGene00005505,0,0,0,0,0,0,0,0
WBGene00005506,0,0,0,0,0,0,0,0
WBGene00005507,0,0,0,0,0,0,0,0
WBGene00005500,0,0,0,0,0,21,0,0
WBGene00005501,0,0,0,0,0,0,0,0
WBGene00005502,0,0,0,0,0,0,0,0
WBGene00005503,0,0,0,0,0,0,0,0
WBGene00005508,0,0,0,0,0,0,0,0
WBGene00005509,0,0,0,0,0,0,0,0
WBGene00004677,1768,3142,1861,1008,937,3151,560,1076
WBGene00004679,88,249,117,142,69,211,0,131
WBGene00198557,0,0,0,0,0,0,0,0
WBGene00171631,0,0,0,0,0,0,0,0
WBGene00022866,0,0,0,0,0,0,0,0
WBGene00009339,0,0,0,0,0,0,0,0
WBGene00009338,0,0,0,0,0,0,0,0
WBGene00009337,34,59,92,37,84,312,42,127
WBGene00009336,165,277,131,254,72,291,0,175
WBGene00009335,59,32,44,33,31,100,0,78
WBGene00009334,17,49,25,76,18,62,4,43
WBGene00009333,0,0,0,0,0,0,0,0
WBGene00009332,0,0,0,0,0,0,0,0
WBGene00009331,0,0,0,0,0,0,0,0
WBGene00009330,0,263,232,275,95,12,0,0
WBGene00022867,0,0,0,0,0,51,0,0
WBGene00200365,0,0,0,0,0,0,0,0
WBGene00200364,0,0,0,0,0,0,0,0
WBGene00200367,0,0,0,0,0,0,0,0
WBGene00200366,0,0,0,0,0,0,0,0
WBGene00200361,0,0,0,0,0,0,0,0
WBGene00200360,0,0,0,0,0,0,0,0
WBGene00197943,0,0,0,0,0,0,0,0
WBGene00200362,0,0,0,0,0,0,0,0
WBGene00200369,0,8,0,3,0,0,0,0
WBGene00200368,0,0,0,0,0,0,0,0
WBGene00013419,0,0,12,3,0,0,0,0
WBGene00013418,0,0,0,0,0,0,0,0
WBGene00013411,6,43,12,1,0,19,3,6
WBGene00013410,353,1241,654,625,457,1576,109,620
WBGene00013412,5,0,0,0,0,0,0,0
WBGene00013415,25,46,18,19,0,44,0,18
WBGene00013417,0,0,3,0,0,0,0,0
WBGene00013416,8,10,8,3,6,9,3,6
WBGene00012454,0,0,0,0,0,0,0,0
WBGene00016153,0,0,0,0,0,0,0,0
WBGene00200199,0,5,0,0,0,0,0,0
WBGene00016152,0,0,0,0,0,41,0,53
WBGene00170301,258,375,395,267,76,269,15,153
WBGene00170300,2,27,2,8,6,3,0,2
WBGene00170303,0,0,0,0,0,0,0,0
WBGene00170302,0,0,0,0,0,0,0,0
WBGene00170305,0,0,0,0,0,0,0,0
WBGene00170304,0,0,0,0,0,0,0,0
WBGene00170307,0,0,0,0,0,0,0,0
WBGene00170306,0,0,0,0,0,0,0,0
WBGene00170309,0,0,0,0,0,0,0,0
WBGene00170308,0,0,0,0,0,0,0,0
WBGene00049552,0,0,0,0,0,0,0,0
WBGene00044990,0,0,0,0,0,0,0,0
WBGene00044991,0,0,0,0,0,0,0,26
WBGene00044995,233,516,308,229,317,712,99,312
WBGene00044997,9,33,35,18,8,44,6,21
WBGene00044998,0,0,0,0,0,0,0,0
WBGene00199603,0,0,0,0,0,0,0,0
WBGene00002149,0,3,0,0,0,0,0,0
WBGene00002148,103,102,169,213,70,391,89,342
WBGene00002144,50,161,50,94,31,389,0,104
WBGene00002147,468,891,263,237,292,1332,133,561
WBGene00002146,0,0,0,0,0,0,0,0
WBGene00002141,0,0,0,0,0,42,0,0
WBGene00002140,0,0,0,0,0,0,0,0
WBGene00002143,0,0,0,0,0,0,0,5
WBGene00002142,151,0,0,0,0,0,0,0
WBGene00173148,0,0,0,0,0,0,0,0
WBGene00173149,0,0,0,0,0,0,0,0
WBGene00173146,0,0,0,0,0,0,0,0
WBGene00173147,0,0,0,0,0,0,0,0
WBGene00173144,0,0,0,0,0,0,0,0
WBGene00173145,0,9,20,8,0,4,0,1
WBGene00173142,0,0,0,0,0,0,0,0
WBGene00173143,0,0,0,0,0,0,0,0
WBGene00173140,0,0,0,0,0,0,0,0
WBGene00173141,0,0,0,0,0,0,0,0
WBGene00195508,0,0,0,0,0,0,0,0
WBGene00195509,0,0,0,0,0,0,0,0
WBGene00202279,0,0,0,0,0,0,0,0
WBGene00202278,0,0,0,0,0,0,0,0
WBGene00202275,0,0,0,0,0,0,0,0
WBGene00202274,0,0,0,0,0,0,0,0
WBGene00202277,0,0,0,0,0,0,0,0
WBGene00195501,0,0,0,4,0,0,0,4
WBGene00195506,0,0,0,0,0,0,0,0
WBGene00195507,0,0,0,0,0,0,0,0
WBGene00195504,0,0,0,0,0,0,0,0
WBGene00202272,0,0,0,0,0,0,0,0
WBGene00168119,0,0,0,0,0,0,0,2
WBGene00015841,25,24,46,17,169,825,87,342
WBGene00004193,0,0,0,0,0,0,0,0
WBGene00168111,0,0,0,0,0,0,0,0
WBGene00015849,0,0,0,2,0,0,9,18
WBGene00077519,0,0,0,0,0,0,0,0
WBGene00195906,0,0,0,0,0,0,0,0
WBGene00047748,5,0,0,1,0,1,0,0
WBGene00219483,16,43,40,14,35,103,0,30
WBGene00165763,0,0,0,0,0,0,0,0
WBGene00047744,0,0,0,0,0,0,0,0
WBGene00047745,0,0,0,0,2,0,0,0
WBGene00047746,0,0,0,1,0,0,0,0
WBGene00047747,0,0,0,0,0,0,0,0
WBGene00047740,0,0,0,0,0,0,0,0
WBGene00047741,0,0,0,0,0,0,0,0
WBGene00047742,0,0,11,0,0,0,0,0
WBGene00219489,0,1,0,0,0,0,0,0
WBGene00010339,0,68,35,26,50,140,10,69
WBGene00010338,0,0,38,6,0,0,0,0
WBGene00195905,0,0,0,0,0,0,0,0
WBGene00010331,0,0,0,0,0,0,0,0
WBGene00010330,0,550,0,0,0,0,0,256
WBGene00010333,0,0,0,0,0,0,0,0
WBGene00010332,0,0,0,31,0,0,0,0
WBGene00010335,0,0,0,0,0,0,0,0
WBGene00010334,0,0,0,0,0,0,0,0
WBGene00010337,0,0,0,0,0,0,0,0
WBGene00010336,553,161,638,42,44,107,0,55
WBGene00168098,0,0,0,0,0,0,0,0
WBGene00012393,76,944,152,141,29,1311,8,169
WBGene00168094,0,0,0,0,0,0,0,0
WBGene00168095,0,0,0,0,0,0,0,0
WBGene00168096,0,0,0,0,0,0,0,0
WBGene00168097,0,0,0,0,0,0,0,0
WBGene00168090,0,0,0,0,0,0,0,0
WBGene00168091,2,0,2,3,0,0,1,0
WBGene00168092,0,0,0,0,0,0,0,0
WBGene00168093,0,0,0,0,0,0,0,0
WBGene00201779,0,0,0,0,0,0,0,0
WBGene00201778,0,3,0,0,0,0,0,0
WBGene00201771,0,0,0,0,0,0,0,0
WBGene00201770,0,0,0,0,0,0,0,0
WBGene00201773,0,0,0,0,0,0,0,0
WBGene00201772,1,0,0,3,0,4,1,4
WBGene00201775,20,19,10,6,5,11,3,4
WBGene00201774,2,12,18,10,0,23,0,3
WBGene00201777,0,0,0,0,0,0,0,0
WBGene00201776,0,0,0,0,0,0,0,0
WBGene00005269,0,0,0,0,0,0,0,0
