,CBAP,CBBP,CBCP,CBDP,N2AP,N2BP,N2CP,N2DP
ZK617.1h.3,0,0,0,0,0,0,0,0
ZK617.1h.1,0,0,0,0,0,0,0,0
Y51H4A.435,0,0,0,0,0,0,0,0
T09E8.1g,0,31,0,16,13,0,0,0
Y57G11A.213,0,0,9,0,0,0,0,0
Y57G11A.212,0,0,0,0,0,0,0,0
Y57G11A.211,0,0,0,0,0,0,0,0
Y57G11A.210,0,0,0,0,0,0,0,0
Y57G11A.217,0,0,0,0,0,0,0,0
Y57G11A.216,0,0,0,0,0,0,0,0
Y57G11A.215,0,0,0,0,0,0,0,0
Y57G11A.214,0,0,0,0,0,0,0,0
Y73F8A.21c,0,29,11,15,0,2,15,23
Y57G11A.219,0,0,0,0,0,0,0,0
Y57G11A.218,1,8,15,5,1,1,8,0
F36H9.4c,0,0,0,0,0,0,0,0
W05H5.10,0,0,0,0,0,0,0,0
F18C5.8,0,0,0,0,0,0,0,0
H01G02.13,0,0,0,0,0,0,0,0
F52B11.80,0,0,0,0,0,0,0,0
F52B11.81,0,0,0,0,0,0,0,0
F56E10.2c.1,0,0,0,0,0,0,0,0
F52B11.83,0,0,0,0,0,0,0,0
F52B11.84,0,0,0,0,0,0,0,0
F52B11.85,0,0,0,1,0,0,0,0
F52B11.86,0,0,0,0,0,0,0,0
F52B11.87,0,0,0,0,0,0,0,0
F52B11.88,0,0,0,0,0,0,0,0
F52B11.89,0,0,0,0,0,0,0,0
T10B9.6,0,0,0,0,0,0,0,0
C07F11.2,0,0,0,0,0,0,0,0
T09E8.1e,0,0,0,0,0,0,0,0
C07F11.1,71,73,142,72,26,76,12,132
ZK673.12,0,0,0,0,0,0,0,0
ZK909.2a,0,0,0,0,0,0,0,0
ZK377.14,0,2,0,1,0,7,0,0
ZK377.13,0,2,0,2,0,0,0,2
ZK377.12,0,0,0,0,0,0,0,0
ZK377.11,0,0,0,0,0,0,0,0
ZK377.10,0,0,0,0,0,0,0,0
T06E4.16,0,0,0,0,0,0,0,0
T06E4.17,0,0,0,0,0,0,0,0
T06E4.14,0,0,0,0,0,0,0,0
ZK909.2b,0,0,0,0,0,0,0,0
T06E4.12,0,0,0,0,0,0,0,0
T06E4.13,7,0,0,6,0,0,0,0
T06E4.10,0,0,0,0,0,0,0,0
T06E4.11,0,0,0,0,0,0,0,0
T06E4.18,0,0,0,0,0,0,0,0
F55A11.6a,0,0,0,0,0,0,0,0
C09F12.4,0,0,0,0,0,0,0,0
F46F5.15b.2,0,0,0,0,0,0,0,0
F55A11.6b,0,0,0,0,0,0,26,0
K06G5.1b.2,0,0,0,0,0,0,0,0
K06G5.1b.3,0,0,0,0,0,0,0,0
F55A11.6c,0,0,0,0,0,36,0,0
Y105C5A.807,0,0,0,0,5,0,0,4
W07G1.21,0,0,0,0,0,0,0,0
F36H12.34,0,0,0,0,0,0,0,0
F15B10.1b,0,0,0,0,0,0,0,0
F15B10.1a,0,0,0,0,0,0,0,0
F36H12.37,0,0,0,0,0,0,0,0
F36H12.30,0,0,0,0,0,0,0,0
F36H12.31,0,0,0,0,0,0,0,0
F36H12.32,0,0,0,0,0,0,0,0
F36H12.33,0,0,0,0,0,0,0,0
B0273.22,0,0,0,0,0,0,0,0
B0273.23,0,0,0,0,0,0,0,0
B0273.20,0,0,0,0,0,0,0,0
B0273.21,0,0,0,0,0,0,0,0
B0273.26,0,0,0,0,0,0,0,0
B0273.27,0,0,0,2,0,8,0,0
B0273.24,0,0,0,0,0,0,0,0
B0273.25,0,0,0,0,0,0,0,0
F33E2.3,0,0,0,0,0,0,0,0
K10C9.11,0,0,0,0,0,0,0,0
F59A2.5,0,0,0,0,0,0,0,0
F59A2.6,69,90,62,88,16,137,22,94
F59A2.7,0,0,0,0,0,0,0,0
F25E5.10,17,0,0,0,0,0,0,0
F25E5.11,0,0,0,0,0,0,0,0
F25E5.12,0,0,0,0,0,0,0,0
F25E5.13,0,0,0,0,0,0,0,0
Y82E9BR.3.1,0,0,0,0,0,0,0,0
Y82E9BR.3.3,0,0,0,0,0,0,0,0
Y82E9BR.3.2,21,73,53,32,61,86,0,63
Y82E9BR.3.4,0,0,0,0,0,0,0,0
F59G1.1c.2,0,7,3,3,14,47,2,22
K03A1.4a,0,0,0,0,0,0,0,0
F47B7.11,0,0,0,0,0,0,0,0
K11E4.4a,5,4,23,1,0,18,0,9
K11E4.4b,9,0,0,6,0,0,0,0
F52D4.33,0,0,0,0,0,0,0,0
K07A1.16b,0,0,0,0,0,0,0,0
K07A1.16a,65,182,124,81,0,0,0,0
K11G12.6b,0,0,0,19,0,0,0,0
K11G12.6a,0,0,0,0,0,0,0,0
R12C12.7.2,0,0,0,0,0,0,0,0
R12C12.7.1,46,4,52,60,45,0,0,177
Y46B2A.2,264,711,248,368,385,994,105,533
Y46B2A.3,0,3,0,3,0,0,8,8
Y46B2A.1,0,0,0,0,0,0,0,0
Y43F8C.24,0,0,0,0,0,0,0,0
ZK1248.3b,38,102,27,52,53,103,0,119
T28D6.5e.2,0,0,0,0,0,0,0,0
M60.2.1,0,0,0,0,0,0,0,0
B0041.7.1,0,0,0,0,0,0,0,0
B0041.7.2,2644,4616,3772,2691,1878,4920,568,2687
T07E3.5,0,0,0,0,0,0,0,0
T07E3.2,0,0,0,0,0,0,0,81
T07E3.3,0,0,0,35,0,0,0,0
Y40H7A.310,108,213,91,49,24,27,1,52
C15F1.3a,0,0,0,0,0,0,0,0
C15F1.3b,0,0,0,4,0,0,0,0
Y39A3A.4,0,0,0,0,0,0,0,0
Y39A3A.5,0,0,0,0,0,0,0,0
Y39A3A.6,0,0,0,0,0,0,0,0
Y39A3A.7,0,0,0,0,0,0,0,0
Y39A3A.2,0,0,0,0,0,50,0,0
Y39A3A.3,0,0,0,0,0,0,0,0
F32B6.8a,0,0,0,0,0,0,0,0
F30A10.13a,0,0,0,0,0,0,0,0
M01D7.1,6,0,0,0,0,0,0,0
Y39A3A.8,0,0,0,0,0,0,0,0
Y39A3A.9,0,0,0,0,0,0,0,0
F47B7.12,0,0,0,1,2,5,0,0
W09B6.1c.1,945,2127,1701,525,792,2482,1307,4703
W09B6.1c.2,0,0,0,0,0,0,0,0
T23D8.9b.1,258,247,191,351,169,392,34,276
T23D8.9b.2,0,0,0,0,0,0,0,0
C15H11.3a,320,0,0,0,176,0,132,478
T23E1.6,0,0,0,0,0,6,0,0
ZC13.1b.2,0,0,0,0,0,0,0,0
ZC13.1b.1,0,0,0,0,0,0,0,0
C54C6.8,0,0,3,0,0,0,0,0
C54C6.9,0,0,0,0,0,0,0,0
C54C6.6,0,0,0,26,0,0,0,0
C54C6.7,0,0,0,0,0,0,0,0
C54C6.5,0,0,0,0,0,0,0,0
C54C6.2,132,234,181,177,9,377,0,246
ZK945.8,0,0,0,0,0,0,0,0
F55C9.10,0,0,0,0,0,0,0,6
Y71G12B.11a,2701,1167,1703,1781,298,632,79,304
F47B7.14,0,0,0,0,0,0,0,0
C17G1.13,0,0,0,0,0,0,0,0
F47C10.2,0,0,0,0,0,0,0,0
F55C9.12,0,0,0,0,0,0,0,0
ZK622.4.1,0,0,0,0,0,0,0,0
C34E11.20,9,47,8,8,3,23,9,4
C09G1.6,0,0,0,8,0,0,0,0
Y10G11A.78,0,0,0,0,0,0,0,0
C09G1.4,0,0,0,0,0,39,0,0
C09G1.3,0,0,0,0,0,0,0,0
C09G1.2,30,96,57,29,39,130,0,29
C09G1.1,23,50,65,19,0,47,0,20
T01D1.2o.3,0,0,0,0,0,0,0,0
Y37A1B.196,0,0,0,0,0,0,0,0
F56A4.1,0,0,0,0,0,0,0,0
C17G1.14,0,0,0,0,0,0,0,0
F41G3.3,0,0,0,0,0,0,0,0
C18F3.10,0,0,0,1,9,0,4,0
M02B7.5d,0,0,0,0,0,0,0,0
F54F7.13,1,6,1,2,1,7,1,1
Y37A1B.193,1,0,0,0,0,0,0,0
T13B5.t2,0,0,0,0,0,0,0,0
T13B5.t1,0,0,0,0,0,0,0,0
Y37A1B.192,0,0,0,0,0,0,0,0
F14H3.9,0,0,0,0,0,0,0,0
F14H3.8,0,0,0,0,0,0,0,0
Y37A1B.191,0,0,0,0,0,0,0,0
F47B7.16,5,0,0,0,0,0,0,0
F14H3.2,0,650,0,0,0,0,0,0
T23E1.5,0,0,0,0,0,0,0,0
Y37A1B.190,0,0,0,0,0,0,0,0
F14H3.7,0,0,0,0,0,0,0,0
F14H3.6,15,65,24,22,11,35,0,58
F14H3.5,0,0,0,0,0,0,0,0
F14H3.4,103,123,55,87,92,344,0,254
F02H6.70,0,0,0,0,0,0,0,0
F02H6.72,6,9,5,5,7,13,5,5
C34E11.2b,0,0,0,0,0,0,0,0
C09F5.1,321,0,0,0,19,20,0,30
Y43F8B.2b,0,0,0,0,0,0,0,0
Y43F8B.2a,0,15,0,8,0,50,0,39
Y51H4A.436,0,0,0,0,0,0,0,0
Y50D4A.11a,0,0,0,0,0,0,0,0
T08G2.5,0,0,0,0,0,0,0,0
ZC53.20,0,0,0,0,12,16,0,126
ZC53.21,0,0,0,0,0,0,1,0
C35A5.4,0,0,0,0,0,0,0,0
C35A5.5,0,0,0,0,0,0,0,0
Y105C5A.556,0,0,0,0,0,0,0,0
C35A5.7,13,48,18,7,58,87,12,54
C35A5.1,0,0,0,0,0,0,0,0
C35A5.2,0,0,0,0,0,0,0,0
E03E2.1.2,0,0,0,0,0,0,0,0
Y73F8A.35b,0,0,0,0,0,0,0,0
E03E2.1.1,0,0,0,0,0,0,0,0
Y62F5A.7b,0,0,0,0,0,0,0,2
Y62F5A.7a,0,0,0,0,0,0,0,0
C03A3.t1,2,6,2,1,0,6,0,4
Y73B6BL.11,0,0,0,0,0,5,0,0
C28H8.11a.2,0,0,0,0,0,0,0,0
F09G8.13,0,0,0,0,0,0,0,0
F09G8.12,0,0,0,0,0,0,0,0
Y57G11C.1032,0,0,0,0,0,0,0,0
T25C8.2.1,0,0,0,0,0,0,0,0
T25C8.2.2,0,0,14,5,0,0,12,0
F25B4.8b,0,0,0,0,0,0,0,0
F38G1.2,0,0,0,0,0,0,0,0
F38G1.3,0,0,0,0,0,0,0,0
F38G1.4,0,6,0,0,0,21,0,0
F38G1.5,0,0,1,0,0,0,0,0
C47A10.t1,0,0,0,0,0,2,0,0
C47A10.t3,0,0,0,0,0,0,0,0
C47A10.t2,0,0,0,0,0,0,0,0
Y6B3A.1b,0,0,0,0,0,0,0,0
ZK389.1,0,0,0,0,0,0,0,0
Y6B3A.1a,258,739,297,500,71,773,35,446
C03C11.4,0,0,0,0,0,0,0,0
T27E9.1a.1,0,0,0,0,0,0,0,0
T27E9.1a.3,0,0,0,0,0,0,0,0
T27E9.1a.2,0,0,0,0,0,0,0,0
T20B6.3,0,0,0,0,0,0,0,0
F09B9.t2,2,5,2,5,3,5,0,1
ZK666.2,0,15,0,7,3,6,9,17
C03C11.2,0,0,0,0,0,0,0,0
F54D12.2,0,0,0,0,0,0,0,0
T20B6.1,0,23,0,5,3,0,0,0
F57B7.3,0,0,0,0,0,0,0,0
F34D10.9.1,0,0,0,0,0,0,0,0
F34D10.9.2,21,148,146,158,0,0,8,38
H38K22.8,0,7,0,1,0,0,0,0
F16C3.1,0,0,0,0,0,0,0,0
F16C3.2,0,0,0,0,0,0,0,0
F16C3.3,0,0,0,0,0,0,0,0
F16C3.4,0,0,0,0,0,0,0,0
C25F6.2a,0,39,26,7,22,0,0,34
H38K22.6,0,0,0,0,0,0,0,0
F26F2.4a,0,0,0,0,0,0,0,0
F57B7.5,0,0,0,0,0,0,0,0
Y71G12B.29a,49,75,89,34,27,86,16,33
Y57G11C.463,0,0,0,0,0,0,0,0
Y57G11C.460,0,10,0,1,0,0,0,0
Y71G12B.29b,0,0,0,0,0,0,0,10
Y105C5B.6c,0,7,0,5,9,11,0,1
Y57G11C.467,0,0,0,0,0,0,0,0
Y57G11C.464,0,0,0,0,0,0,0,0
Y57G11C.465,0,0,0,2,4,0,0,0
Y57G11C.468,0,0,0,0,0,0,0,0
Y57G11C.469,0,0,2,0,0,0,0,0
T16A9.4b.1,0,0,0,0,0,0,0,0
F55A3.5,6023,14425,13939,7732,6754,17401,2136,8751
T05A12.5,0,0,0,0,0,0,0,0
F21A3.7a,0,9,0,8,10,0,0,0
F21A3.7b,0,0,0,0,0,0,0,0
C16C2.3b.2,0,0,0,0,0,0,0,0
C16C2.3b.3,0,0,0,0,0,0,0,352
C16C2.3b.1,0,0,0,0,0,0,0,0
C29E4.13c.4,0,0,0,0,0,0,0,0
C29E4.13c.3,0,0,0,0,0,0,0,0
C29E4.13c.2,0,0,0,0,0,0,0,0
C29E4.13c.1,0,0,0,0,0,0,0,0
B0228.t1,18,17,11,4,7,20,2,10
F47C10.4,0,0,0,0,0,0,0,0
Y38H6C.17,0,0,0,0,0,0,0,0
F38H12.6,0,0,7,0,0,0,0,0
F38H12.5,0,0,0,0,0,0,0,0
F07G11.8,0,0,0,0,0,0,0,0
F07G11.9,6,0,0,0,0,0,0,0
F38H12.1,0,0,0,0,0,0,0,0
F07G11.4,0,0,0,0,0,0,0,10
H25P06.5,806,2208,739,714,786,5507,205,1141
F07G11.6,35,73,63,28,74,170,30,63
F07G11.7,0,0,0,0,0,0,0,0
C56G2.3.2,0,0,0,0,0,0,0,0
C56G2.3.1,82,39,38,60,32,122,9,40
W08E12.8a,0,0,0,0,0,0,0,0
K08D10.3a,0,19,0,11,0,0,0,0
K08D10.3b,0,0,0,0,0,0,0,14
R07E3.8,0,0,0,0,0,0,0,0
R07E3.9,0,0,0,0,0,0,0,0
R07E3.4,0,0,0,0,0,0,0,0
R07E3.6,0,0,0,0,0,0,0,0
R07E3.7,0,0,0,0,0,0,0,0
Y102A5C.15,0,0,0,0,0,0,0,0
R07E3.2,0,3,0,0,0,0,0,1
Y105C5B.67,0,0,0,0,0,0,0,0
Y105C5B.66,1,1,1,0,0,1,0,0
Y105C5B.65,0,0,0,0,0,0,0,0
Y105C5B.64,0,0,0,0,0,0,0,0
Y105C5B.63,0,0,0,0,0,0,0,0
Y105C5B.62,0,0,0,0,0,0,0,0
Y105C5B.61,33,20,15,6,9,25,3,12
F40F9.7b.3,47,74,52,58,55,149,9,103
Y105C5B.69,0,0,0,0,0,0,0,0
Y105C5B.68,0,0,0,0,0,2,0,0
M142.8a,0,31,29,14,0,0,0,0
R13D7.5,0,12,0,0,12,10,0,8
R13D7.6,0,0,0,0,0,0,0,0
M142.8b,3,14,7,3,0,9,0,3
C33A12.21,86,127,60,29,92,80,27,71
C33A12.22,79,151,160,76,57,252,0,73
C33A12.23,0,0,0,0,0,0,0,0
R53.8,0,0,0,0,0,0,0,0
F08G12.11,0,0,0,0,0,0,0,0
F08G12.12,0,0,0,0,0,0,0,0
Y102A5C.16,0,0,0,0,0,0,0,0
F54A5.3b.3,0,0,0,0,0,0,0,0
R13D7.9,0,0,0,0,0,0,0,0
T05A12.6,0,0,0,0,0,0,0,0
K08F8.1c.1,0,0,0,0,0,0,0,0
Y105C5A.523,0,0,0,0,0,0,0,0
K08F8.1c.3,0,0,0,0,0,0,0,0
K08F8.1c.2,0,0,0,0,0,0,0,0
K08F8.1c.5,0,0,0,0,0,0,0,0
K08F8.1c.4,0,0,0,0,0,0,0,0
Y105C5A.524,0,0,0,0,0,1,0,1
Y34B4A.10.2,0,0,0,0,0,0,0,0
Y64G10A.254,0,0,0,0,0,0,0,0
Y105C5A.529,0,0,0,0,0,0,0,0
Y105C5A.626,0,0,0,0,0,0,0,0
F26F2.4b,0,0,0,0,0,0,0,0
F54A5.2a,0,0,0,0,0,0,0,0
F39C12.2c,0,0,0,0,0,0,0,0
Y59E1B.3,0,0,0,1,0,0,0,0
T22A3.6,0,0,0,0,0,0,0,0
Y59E1B.7,0,0,0,0,0,0,0,0
Y59E1B.6,0,0,0,0,0,0,0,0
Y59E1B.5,3,2,0,0,0,0,0,6
Y73F8A.281,0,0,0,0,0,0,0,0
F39C12.2e,0,0,0,0,0,0,0,0
Y59E1B.9,0,0,0,0,0,0,0,0
Y59E1B.8,0,0,0,0,0,0,0,0
T22A3.9,0,0,1,0,0,0,0,4
T22A3.8,665,2037,757,727,356,868,155,421
Y57A10A.42b,0,0,0,0,0,0,0,0
F54D12.9,0,0,0,0,0,0,0,0
Y105C5B.279,0,0,0,0,0,0,0,0
F01F1.2.2,0,0,0,0,0,0,0,0
F01F1.2.1,0,0,9,0,0,0,0,0
F52F10.3,0,0,0,4,0,0,0,4
Y105C5B.271,0,0,0,0,0,0,0,0
F35H8.t1,30,74,24,19,8,20,6,23
Y105C5B.273,0,0,0,0,0,0,0,0
Y105C5B.272,0,0,0,0,0,0,0,0
Y105C5B.275,0,0,0,0,0,0,0,0
M03B6.4b,0,0,0,0,0,0,0,0
Y105C5B.277,0,0,0,0,0,0,0,0
Y105C5B.276,0,0,0,0,0,0,0,0
Y49F6B.9b.2,0,0,0,0,0,0,0,0
K03H1.3.1,0,0,0,0,0,0,0,0
W03F8.1.1,0,0,0,0,0,0,0,0
Y73F8A.962,0,0,0,0,0,0,0,0
F33C8.2,0,0,0,0,0,0,0,0
F33C8.3,0,0,0,0,0,0,0,0
F33C8.5,61,91,59,57,67,190,47,116
T09A5.12.2,0,0,0,0,0,0,0,0
T09A5.12.1,310,601,393,349,178,688,120,466
Y64G10A.76,0,0,3,0,0,0,0,0
Y51H4A.453,0,0,0,0,0,0,0,3
Y50D7A.6.2,486,1117,993,460,217,739,0,268
Y50D7A.6.1,0,0,0,0,0,0,0,0
F33C8.8,0,0,0,0,0,0,0,0
Y105C5A.590,0,0,3,0,0,0,4,0
F35D6.14,0,0,0,0,0,0,0,0
C07B5.5,2,12,12,7,0,27,0,10
Y51H4A.452,0,0,0,0,0,0,0,0
R03H10.10,0,0,0,0,0,0,0,0
T27E7.38,0,0,0,0,0,0,0,0
C49F5.t1,3,5,2,2,2,9,1,7
F25B5.3c.2,0,0,0,0,0,0,0,0
F25B5.3c.3,0,0,0,17,0,0,0,0
F25B5.3c.1,0,0,0,0,0,0,0,0
Y51H4A.451,0,0,0,0,0,0,0,0
C24A3.13,0,0,0,0,0,0,0,2
Y49E10.21b,0,0,0,0,0,0,0,0
Y49E10.21a,30,68,13,29,0,0,0,4
F49E7.1a,0,135,102,80,90,28,0,90
F49E7.1b,0,0,0,0,0,0,0,0
C34E11.6b,0,0,0,0,0,0,0,0
C24A3.11,0,0,0,0,0,0,0,0
F56A4.11,0,0,0,0,5,0,0,0
F56A4.13,0,7,0,0,3,0,0,5
T06D8.6.1,0,0,0,0,0,0,0,0
T06D8.6.2,69,186,253,111,144,109,86,234
K08E7.1.1,0,0,0,0,0,0,0,0
W01D2.2b.2,0,0,0,0,0,0,0,0
W01D2.2b.3,131,151,208,54,78,215,22,255
W01D2.2b.1,0,0,0,0,0,0,0,0
F48D6.3,0,0,0,0,0,0,0,0
Y105C5B.731,0,0,0,0,0,0,0,0
F59D6.9,0,0,0,0,0,0,0,0
Y43F8B.24,0,0,0,0,0,0,0,0
F56A6.1b,0,0,0,0,0,0,0,0
F56A6.1a,118,191,217,170,182,536,37,375
Y51H4A.457,0,0,0,0,0,0,0,0
T01D1.2s.4,0,0,0,0,0,0,0,0
T01D1.2s.3,0,0,0,0,0,0,0,0
T01D1.2s.2,0,0,0,0,0,0,0,0
T01D1.2s.1,0,0,0,0,0,0,0,0
M03E7.8,0,0,0,0,0,0,0,0
M03E7.7,0,0,0,0,0,0,0,0
M03E7.6,13,46,22,18,30,65,0,30
Y105C5B.737,0,0,0,0,0,0,0,0
M03E7.3,0,0,0,0,0,0,0,0
M03E7.2,0,0,0,0,0,0,0,0
M03E7.1,0,0,0,0,0,0,0,0
F18E2.5a,0,0,0,0,0,0,0,0
C52D10.6.2,0,0,2,0,0,0,0,0
Y42H9AR.3a,0,0,0,0,0,0,0,0
Y51H4A.456,0,0,0,0,0,0,0,0
Y41G9A.4a,0,0,0,0,0,0,0,0
Y41G9A.4b,79,0,67,0,0,10,0,0
Y41G9A.4c,0,0,0,0,0,0,0,0
Y41G9A.4d,0,0,0,0,0,0,0,0
Y41G9A.4e,0,0,0,0,0,0,0,0
F41E6.16,0,0,0,0,0,0,0,0
H24D24.1,0,0,0,0,0,0,0,0
M05B5.2.1,0,0,0,0,0,0,0,0
F53B7.10,0,0,0,0,0,0,0,0
F53B7.11,0,0,0,0,0,0,0,0
F53B7.12,0,0,0,0,0,0,0,0
F53B7.13,1,0,0,0,0,0,0,0
T28D9.4b,0,0,0,0,0,0,0,0
T28D9.4a,60,63,103,62,16,9,13,65
H14A12.3,0,0,0,0,0,39,0,0
Y105C5B.1113,0,0,0,0,0,0,0,0
Y105C5B.1110,0,0,0,0,0,0,0,0
Y105C5B.1111,0,0,0,0,0,0,0,0
Y105C5B.1116,0,0,0,0,0,0,0,0
Y105C5B.1117,0,0,0,0,0,0,0,0
H14A12.5,0,0,0,0,0,182,0,0
Y105C5B.1115,0,0,0,0,0,0,0,0
Y7A9D.40,0,0,0,0,0,0,0,0
Y7A9D.41,3,3,1,2,1,7,1,1
Y105C5B.1118,0,0,0,0,0,0,0,0
H14A12.8,0,0,0,0,0,0,0,0
Y7A9D.44,0,0,0,0,0,0,0,0
Y7A9D.45,0,0,0,0,0,0,0,0
Y7A9D.46,0,0,0,0,0,0,0,0
Y7A9D.47,0,0,0,0,0,0,0,0
Y71G12B.7,0,0,0,0,0,0,0,0
Y71G12B.4,16,68,38,26,15,181,24,29
T05A10.1l,0,0,0,0,0,0,0,0
Y71G12B.2,37,0,27,0,0,61,0,0
Y71G12B.3,0,21,0,0,0,0,0,0
T05A10.1i,0,0,0,0,0,0,0,0
T05A10.1h,0,0,0,0,0,0,0,0
Y105C5B.1112,0,0,0,0,0,0,0,0
T05A10.1f,0,0,0,0,0,0,0,0
T05A10.1e,0,0,0,0,0,0,0,0
T05A10.1d,0,0,0,0,0,0,0,0
T05A10.1c,0,0,0,0,0,0,0,0
K01F9.3a,10395,16042,8713,6526,8946,14679,8220,13126
Y71G12B.8,293,703,607,398,341,1722,0,727
C55C3.28,0,0,0,0,0,0,0,0
AC8.7,473,1189,646,513,1442,5447,0,1744
AC8.6,0,23,0,41,99,0,0,58
AC8.5,0,0,0,9,0,0,0,0
AC8.4,1444,3469,1264,1757,3400,9638,1344,5161
AC8.3,30630,73326,41280,32730,29525,89044,7358,43769
AC8.2,0,61,38,0,0,263,0,22
AC8.1,814,1845,1844,1020,902,3571,185,1232
F18E2.5b,0,0,0,0,0,0,0,0
AC8.9,0,27,0,0,0,73,0,0
AC8.8,746,1915,959,884,2170,5243,1403,3072
C17A2.7,0,0,0,0,0,0,0,0
H30A04.12,0,0,0,0,0,0,0,0
Y51H4A.603,0,2,0,2,0,0,0,0
H30A04.11,0,0,0,0,0,0,0,0
ZK973.4,0,0,0,0,0,0,0,0
K01G5.9.2,0,0,0,18,0,0,0,0
M04C9.7a,0,0,1,1,0,0,0,0
M04C9.7b,316,286,183,112,372,324,58,280
K01G5.9.1,0,0,0,0,0,0,0,0
C12D5.2a,0,0,0,0,0,0,0,0
C12D5.2c,0,0,0,0,0,0,0,0
C12D5.2b,0,0,0,0,0,0,0,0
F15E11.1,0,0,0,29,0,0,0,21
F15E11.3,0,0,0,0,0,0,0,0
F15E11.2,0,0,0,0,0,0,0,0
F15E11.5,0,0,0,0,0,0,0,0
F15E11.4,0,0,0,0,0,0,0,0
Y45F10C.3,322,528,422,423,192,758,89,571
Y45F10C.2,0,0,0,0,0,0,0,0
Y45F10C.1,106,59,139,41,165,583,11,287
F57F5.5a,63,86,74,66,23,75,19,86
F32A7.3b.2,0,0,0,0,0,0,0,0
Y45F10C.6,0,0,0,0,0,9233,2402,0
F32A7.3b.1,0,0,0,0,0,0,0,0
H13N06.10,0,0,0,0,0,0,0,0
F40F8.1a.4,0,0,0,0,0,0,0,0
Y45F10C.9,0,0,0,0,0,0,0,0
Y45F10C.8,0,0,0,0,0,0,0,0
Y71A12B.4,5569,6435,5592,3789,1291,3416,410,2030
F13G11.103,0,0,0,0,0,0,0,0
Y71A12B.6,0,0,0,0,0,0,0,0
F13G11.101,0,0,0,0,0,0,0,0
F13G11.106,0,0,0,0,0,0,0,0
F13G11.107,0,0,0,0,0,0,0,0
Y71A12B.2,83,204,155,62,259,1093,138,499
Y71A12B.3,20,73,40,15,69,279,24,144
F13G11.108,2,0,0,0,0,0,0,0
F13G11.109,5,0,1,0,0,0,0,0
Y71A12B.8,0,0,0,0,0,0,0,7
Y71A12B.9,281,708,197,172,202,424,0,510
C31A11.10,0,0,0,0,0,0,0,0
F08G5.13,0,0,0,0,0,0,0,0
F08G5.12,0,0,0,0,0,0,0,0
F08G5.11,0,0,0,0,0,0,0,0
F08G5.10,0,0,0,0,0,0,0,0
F08G5.17,0,0,0,0,0,0,0,0
F08G5.16,0,0,0,0,0,0,0,0
F08G5.15,5,30,14,4,11,28,3,12
F08G5.14,0,0,0,0,0,0,0,0
Y5H2A.4,0,0,0,0,0,0,0,0
Y5H2A.5,0,0,0,0,0,0,0,0
F08G5.19,0,0,0,0,0,0,0,0
F08G5.18,5,2,5,0,0,0,0,2
Y5H2A.1,0,0,0,0,0,0,0,0
Y5H2A.2,1295,2088,1999,979,17,0,0,0
Y5H2A.3,0,0,0,0,0,0,0,0
C31G12.11,0,1,0,0,0,0,0,0
C31G12.10,0,0,0,0,0,0,0,0
C31G12.13,0,0,0,0,2,0,0,1
F21F8.3.2,0,0,0,0,0,0,0,0
C13C4.8,0,0,0,0,0,0,0,0
C31G12.14,0,0,0,0,0,0,0,0
C31G12.16,0,0,0,0,0,0,0,0
T19E7.3a,69,112,32,40,0,0,25,83
T19E7.3b,0,0,0,0,0,0,0,0
Y54G11A.13a,66,145,115,87,67,220,23,51
Y54G11A.13b,0,0,0,0,0,0,0,0
C14C11.10,0,0,0,0,0,0,0,0
F31C3.10,1768,3142,1861,1008,937,3151,560,1076
T13A10.11a.1,16,0,0,0,0,29,0,0
F31C3.13,0,0,0,0,0,0,0,0
T13A10.11a.2,0,0,0,0,0,0,0,0
Y113G7A.20,0,0,0,0,0,0,0,0
Y66H1A.5,30,0,0,0,49,74,0,0
F31C3.12,0,0,0,0,0,0,0,0
Y66H1A.3,0,0,0,0,0,0,0,0
F11A3.1.1,0,0,0,0,0,0,0,0
C27H2.34,0,0,0,0,0,0,0,0
R07C3.11b,0,0,0,0,0,0,0,0
R07C3.11a,8,27,0,0,0,15,0,0
Y56A3A.12a.2,151,342,399,223,102,407,33,24
Y56A3A.12a.1,0,0,0,0,0,0,0,0
C43C3.1.2,0,0,0,5,39,18,0,13
C43C3.1.1,0,0,0,0,0,0,0,0
B0240.1,0,0,0,0,0,0,0,0
C06G3.1b.2,0,0,0,0,0,0,0,0
ZK1067.6a,0,0,0,0,0,0,0,0
VY10G11R.71,0,3,0,0,0,1,0,0
C06G3.1b.1,0,0,0,0,0,0,0,0
T14G12.6,0,0,0,0,0,0,0,0
F54C1.7.3,0,0,0,0,0,0,0,0
F54C1.7.2,0,0,0,0,0,0,0,0
F54C1.7.1,0,0,0,0,0,0,0,0
F54C1.7.7,0,0,0,0,0,0,0,0
F54C1.7.6,0,0,0,0,0,0,0,0
F54C1.7.5,0,0,0,0,0,0,0,0
F54C1.7.4,0,0,0,0,0,0,0,0
F54C1.7.9,0,0,0,0,0,0,0,0
F54C1.7.8,0,0,0,0,0,0,0,0
C06G1.5b,0,0,0,0,0,0,0,0
C06G1.5a,0,0,0,0,0,0,0,0
F52C9.t1,0,0,0,0,0,0,0,0
Y47G7B.3,0,0,0,0,0,0,0,0
W02F12.9,0,0,0,0,0,0,0,0
W02C12.3h.1,0,0,0,0,0,0,0,0
Y73B6BL.5a.1,0,0,0,0,0,0,0,0
