,CBA,CBB,CBC,CBD,N2A,N2B,N2C,N2D
WBGene00016614,6685,7236,7225,7002,7317,6572,6807,7227
WBGene00016616,1885,2457,2614,2002,1887,2092,1988,1900
WBGene00016617,1468,2232,2123,1610,1372,1707,1548,1560
WBGene00016619,80,65,89,72,70,100,56,62
WBGene00197764,1,0,0,0,0,2,0,0
WBGene00045898,0,2,0,2,1,1,1,0
WBGene00045899,0,0,0,0,0,0,0,0
WBGene00045896,0,0,0,0,0,0,0,0
WBGene00045897,1,0,0,0,0,0,0,0
WBGene00045894,0,0,0,0,0,0,0,0
WBGene00045895,0,0,0,0,0,0,0,0
WBGene00045892,0,0,0,0,0,0,0,0
WBGene00045893,0,0,0,0,0,0,0,0
WBGene00045890,0,0,0,0,0,0,0,0
WBGene00045891,0,0,0,0,0,0,0,0
WBGene00166113,0,0,0,0,0,0,0,0
WBGene00166112,0,0,0,0,0,0,1,0
WBGene00019998,2607,3002,3248,2301,2266,2205,2276,2014
WBGene00019999,106,140,117,118,114,80,119,57
WBGene00166117,0,0,0,0,0,0,0,0
WBGene00166116,0,0,0,0,0,0,0,0
WBGene00166115,1,1,1,1,1,1,1,1
WBGene00013399,0,14,11,16,24,35,26,54
WBGene00013396,0,17,20,0,0,0,0,0
WBGene00013397,19,17,22,12,10,19,17,29
WBGene00013394,30940,52781,21542,37235,21897,32296,35678,55673
WBGene00019991,64,83,59,62,35,4,18,22
WBGene00019996,35,78,40,48,55,45,36,49
WBGene00013393,20400,38085,16370,27685,16165,22656,25921,39577
WBGene00013390,0,0,0,3,0,0,0,0
WBGene00013391,5173,10114,3885,7693,6344,8388,9543,14261
WBGene00048448,0,0,0,0,0,0,0,0
WBGene00048449,0,0,0,0,0,0,0,0
WBGene00048442,0,0,0,0,0,0,0,0
WBGene00048443,1,1,1,1,0,0,0,0
WBGene00048440,0,0,0,0,0,0,0,0
WBGene00048441,0,2,1,1,2,0,1,0
WBGene00048446,0,0,0,0,0,0,0,0
WBGene00048447,0,0,0,0,0,0,0,0
WBGene00048444,0,0,0,0,0,0,0,0
WBGene00048445,0,0,0,0,0,0,0,0
WBGene00013028,39,110,66,71,35,47,25,35
WBGene00013029,5643,6953,6451,5680,5081,5930,6242,5922
WBGene00020250,854,700,1032,576,1177,951,722,405
WBGene00013020,11279,14613,13357,12195,10006,11102,11009,11489
WBGene00013021,7223,11243,9752,9990,6416,9632,9759,10388
WBGene00013023,1121,1260,1279,982,1030,903,851,863
WBGene00013024,14139,18905,15524,16234,10143,13817,14454,17157
WBGene00013025,169307,233341,217228,198724,191566,201567,208357,215800
WBGene00013026,3437,4449,3502,3707,2496,3278,3278,3495
WBGene00013027,347,462,427,275,289,319,274,205
WBGene00020624,0,0,0,0,3,0,10,0
WBGene00020625,3423,4281,3830,3048,3084,3134,3103,3081
WBGene00020626,738,1053,1491,763,1068,1059,906,440
WBGene00020627,2742,3552,3606,2615,3424,3420,3775,3386
WBGene00020620,0,0,0,0,199,187,179,97
WBGene00020622,0,0,0,0,29,31,34,11
WBGene00020623,0,0,0,0,0,0,0,0
WBGene00020628,16062,22556,18579,18677,12938,18721,18944,21613
WBGene00020629,9406,12487,10479,10510,8143,10152,10725,11893
WBGene00020254,455,460,472,390,313,218,240,207
WBGene00003248,2001,2368,2382,1658,1818,1758,1647,1318
WBGene00010618,0,2,0,0,0,0,2,0
WBGene00010619,397,501,365,380,278,340,345,417
WBGene00010612,2192,2719,2647,1821,2285,2386,2674,3034
WBGene00010613,1531,2707,1162,1871,1292,1643,2132,3222
WBGene00010610,776,1006,892,690,769,741,744,649
WBGene00010611,2989,3428,3363,2743,2171,2161,2428,2670
WBGene00010616,9564,10206,10164,9247,7879,8290,8474,8298
WBGene00010617,2548,3629,2858,2642,1953,2188,2195,2662
WBGene00010614,122,302,312,284,92,170,135,159
WBGene00010615,7981,10715,8799,8416,6410,8028,8120,8442
WBGene00199160,0,0,0,0,0,0,0,0
WBGene00167241,0,0,0,0,0,0,0,0
WBGene00199162,9,12,17,6,19,21,19,15
WBGene00199163,0,0,0,0,0,0,0,0
WBGene00167244,1,1,1,1,1,1,1,1
WBGene00050899,170,289,217,168,128,134,64,121
WBGene00199166,3,1,2,1,3,3,1,0
WBGene00199167,0,0,0,0,0,0,0,0
WBGene00050894,1,0,0,0,0,1,0,1
WBGene00199169,0,0,0,0,0,0,0,0
WBGene00050896,570,646,619,415,307,287,345,329
WBGene00050897,0,0,0,0,0,0,0,0
WBGene00050890,55,29,29,9,17,27,12,23
WBGene00050891,0,0,0,0,0,0,0,0
WBGene00050892,189,226,307,54,38,39,43,38
WBGene00050893,3,0,3,2,1,0,1,4
WBGene00198691,0,0,0,0,0,0,0,0
WBGene00198690,1,0,0,0,1,0,0,0
WBGene00197418,0,0,0,0,0,0,0,0
WBGene00016183,93,125,127,100,105,112,137,119
WBGene00198695,0,1,4,0,1,0,0,0
WBGene00198694,0,0,0,0,0,0,0,0
WBGene00198697,0,2,0,0,1,2,0,0
WBGene00198696,2,0,0,1,0,1,1,1
WBGene00198699,2,0,0,0,0,0,0,0
WBGene00198698,0,0,12,8,8,8,0,5
WBGene00197410,5,3,1,1,2,3,1,2
WBGene00197411,0,1,2,0,0,0,0,0
WBGene00197416,1,0,0,0,1,2,3,0
WBGene00197417,0,2,0,0,0,0,0,2
WBGene00197414,0,0,0,0,0,0,0,0
WBGene00197415,0,0,0,0,0,0,0,0
WBGene00016187,27,52,35,24,18,33,12,12
WBGene00022083,83,0,0,74,189,207,221,254
WBGene00195861,0,0,0,0,0,0,0,0
WBGene00012831,2246,2689,2650,1995,2502,2398,2898,3023
WBGene00196868,0,0,0,0,0,0,0,0
WBGene00012832,8,22,31,29,3,27,0,11
WBGene00196869,0,1,0,0,0,0,1,0
WBGene00013570,0,0,0,6,0,0,0,0
WBGene00008085,1154,1733,1078,1112,998,1314,1254,1482
WBGene00169422,0,0,0,0,0,0,0,0
WBGene00022892,91,123,31,23,7,0,10,0
WBGene00012835,7689,10866,9152,9549,7052,10241,10479,11350
WBGene00169420,0,0,0,0,0,0,0,0
WBGene00167938,0,0,0,0,0,0,0,0
WBGene00167939,0,0,0,0,0,0,0,0
WBGene00167936,0,0,0,0,0,0,0,0
WBGene00167937,0,0,0,0,0,0,0,0
WBGene00167934,0,0,0,0,0,0,0,0
WBGene00012837,67,68,72,31,18,7,14,3
WBGene00167932,0,0,0,1,0,0,0,0
WBGene00167933,0,0,0,0,0,0,0,0
WBGene00167930,0,0,0,0,0,0,0,0
WBGene00167931,0,0,0,0,1,0,0,0
WBGene00168229,0,0,0,0,0,0,0,0
WBGene00168228,0,0,0,0,0,0,0,0
WBGene00169905,0,0,0,0,1,0,0,0
WBGene00198343,0,0,0,0,0,0,0,0
WBGene00168222,0,0,0,0,0,0,0,0
WBGene00168221,0,0,0,0,0,0,0,0
WBGene00198340,0,0,0,0,6,0,0,0
WBGene00198347,0,0,0,0,0,0,1,0
WBGene00198346,1,0,0,0,0,2,0,0
WBGene00168225,0,0,0,0,0,0,0,0
WBGene00168224,0,0,0,0,0,0,0,0
WBGene00169578,1,2,0,1,0,1,0,0
WBGene00169579,0,0,1,1,0,0,0,0
WBGene00022894,0,0,0,0,0,0,0,0
WBGene00169570,0,0,0,0,0,0,0,0
WBGene00169571,1,0,0,0,0,0,0,0
WBGene00169572,0,0,0,0,0,0,0,0
WBGene00169573,0,0,0,0,0,0,0,0
WBGene00169574,0,0,0,0,0,0,0,0
WBGene00169575,0,0,0,0,0,0,0,0
WBGene00169576,0,0,0,0,0,1,0,0
WBGene00169577,0,0,0,0,0,0,0,0
WBGene00169904,0,0,0,1,1,2,1,1
WBGene00199519,1,1,0,1,0,0,0,0
WBGene00010222,299,409,556,290,322,333,278,152
WBGene00019202,4,4,0,8,0,5,0,0
WBGene00022897,0,0,0,0,0,0,0,0
WBGene00201478,0,0,0,0,0,0,0,0
WBGene00201479,1,0,0,0,0,2,0,0
WBGene00201476,0,0,2,0,1,0,0,0
WBGene00201477,0,0,0,0,0,0,0,0
WBGene00201474,1,0,0,0,1,1,0,0
WBGene00201475,0,0,0,0,0,0,0,0
WBGene00201472,5,8,5,6,3,2,6,1
WBGene00201473,5,6,2,6,4,0,0,0
WBGene00201470,12,14,8,8,1,4,2,2
WBGene00201471,0,0,0,0,0,0,1,0
WBGene00049188,1,1,1,1,1,1,1,1
WBGene00049189,0,0,0,0,0,0,0,0
WBGene00049180,0,0,0,0,0,0,0,0
WBGene00049181,0,0,0,0,0,0,0,0
WBGene00049182,0,0,0,0,0,0,0,0
WBGene00049183,0,0,0,0,0,0,0,0
WBGene00049184,0,0,0,0,0,0,0,0
WBGene00049185,0,0,0,0,0,0,0,0
WBGene00049186,0,0,0,0,0,0,0,0
WBGene00049187,0,0,0,0,0,0,0,0
WBGene00194998,87,0,112,63,489,523,519,446
WBGene00194999,0,1,0,0,0,0,0,0
WBGene00010229,1522,1924,1635,1736,1153,1574,1646,1740
WBGene00194992,0,0,5,0,0,5,0,0
WBGene00194993,3,2,4,3,4,4,5,2
WBGene00194990,0,0,0,0,0,5,2,0
WBGene00194991,0,2,0,0,0,0,0,0
WBGene00194996,0,3,0,0,0,0,0,0
WBGene00194997,4,2,0,1,5,2,2,3
WBGene00194994,0,0,2,0,2,2,3,0
WBGene00194995,6,2,1,3,0,0,0,0
WBGene00022899,0,0,0,0,0,0,0,0
WBGene00022554,113,156,153,123,1695,2303,2168,2313
WBGene00022555,0,0,0,0,45,60,57,90
WBGene00022556,0,0,7,3,0,0,4,0
WBGene00022557,0,0,0,0,19,44,30,65
WBGene00022550,47,52,57,19,35,40,57,47
WBGene00022551,0,0,0,0,0,0,0,0
WBGene00022552,6,14,9,0,9,0,13,5
WBGene00046205,0,0,0,0,0,0,0,0
WBGene00046208,0,0,0,0,0,0,0,0
WBGene00046209,0,0,0,0,0,0,0,0
WBGene00022558,0,0,0,0,2,0,0,0
WBGene00022559,0,0,0,0,7,6,8,3
WBGene00022898,0,1,0,2,0,0,0,0
WBGene00049452,3,2,0,0,1,0,0,0
WBGene00049453,1,0,1,1,0,0,0,0
WBGene00049450,0,0,0,0,0,0,0,0
WBGene00049451,0,0,0,1,0,0,1,1
WBGene00049456,0,0,0,0,2,0,0,0
WBGene00049457,0,0,0,0,0,0,0,1
WBGene00049454,0,0,0,0,0,0,0,0
WBGene00049455,0,0,0,0,0,0,0,0
WBGene00049458,0,0,0,0,0,0,0,0
WBGene00049459,0,0,0,0,0,0,0,0
WBGene00197808,0,0,0,0,0,0,0,0
WBGene00197194,0,0,1,0,0,0,0,0
WBGene00199902,6,4,1,4,2,2,3,1
WBGene00199903,0,0,0,0,1,0,0,0
WBGene00199900,0,0,0,0,0,0,0,0
WBGene00199901,0,0,0,0,0,1,1,0
WBGene00199906,0,2,0,0,0,0,0,0
WBGene00199907,0,0,0,0,0,0,0,0
WBGene00199904,0,0,0,0,0,0,0,0
WBGene00199905,1,0,0,0,0,0,0,0
WBGene00050076,0,0,0,0,0,0,0,0
WBGene00050077,0,0,0,0,0,0,0,0
WBGene00199908,1,2,5,0,0,1,0,1
WBGene00199909,0,0,0,0,0,0,0,0
WBGene00050072,0,0,0,0,0,0,0,0
WBGene00050073,0,0,0,0,0,0,0,0
WBGene00050070,0,0,0,0,0,0,0,0
WBGene00050071,0,0,0,0,1,1,0,0
WBGene00174023,0,0,0,0,0,0,0,0
WBGene00171016,0,1,0,0,0,0,1,0
WBGene00165802,0,0,0,0,0,0,0,0
WBGene00174025,1,2,0,1,0,0,0,0
WBGene00165736,0,0,0,0,1,0,0,0
WBGene00165803,0,0,0,0,0,0,0,0
WBGene00174026,0,0,0,0,1,0,0,0
WBGene00171015,0,0,0,0,0,0,0,0
WBGene00016101,3184,4162,3761,3251,3371,3314,3351,3451
WBGene00202222,0,0,0,0,0,0,0,0
WBGene00165309,0,0,0,0,0,0,0,0
WBGene00165308,0,0,0,0,0,0,0,0
WBGene00202223,0,0,0,0,0,0,0,0
WBGene00165303,0,0,0,0,0,0,0,0
WBGene00165302,1,1,1,0,0,0,0,0
WBGene00165301,0,0,0,0,0,0,0,0
WBGene00165300,0,0,0,0,0,0,0,0
WBGene00165307,0,0,0,0,0,0,0,0
WBGene00165306,1,1,1,1,1,1,1,1
WBGene00165305,0,0,0,0,0,0,0,0
WBGene00165304,1,1,1,1,1,1,1,1
WBGene00198195,0,3,0,1,2,1,2,2
WBGene00195530,1,1,1,0,3,1,0,1
WBGene00195537,0,0,0,0,0,0,0,0
WBGene00195536,3,0,5,2,2,2,0,0
WBGene00195535,0,0,0,0,0,0,0,0
WBGene00195534,2,1,0,0,0,0,0,4
WBGene00165735,0,0,0,0,0,0,0,0
WBGene00195539,0,0,0,0,2,0,0,1
WBGene00202229,0,0,0,0,0,0,0,0
WBGene00235339,0,0,1,0,0,0,0,0
WBGene00021238,6085,9231,8345,7365,5480,7651,7274,7473
WBGene00021239,1808,2860,2419,1981,1693,2162,2120,2132
WBGene00021234,0,0,0,0,8,7,6,9
WBGene00021235,59,68,55,61,1365,1265,1245,1179
WBGene00021236,6383,7303,7180,9452,2826,2590,2893,9789
WBGene00021237,2342,4377,3652,2771,2552,3206,3055,2974
WBGene00021230,410,478,539,358,0,0,0,0
WBGene00018570,0,0,0,0,0,0,0,0
WBGene00021232,4,0,0,0,30,30,31,40
WBGene00021233,352,436,348,260,0,0,0,0
WBGene00020549,27796,33329,32766,31304,25989,28812,29430,31765
WBGene00020548,0,0,0,0,0,0,2,0
WBGene00000479,341325,380117,315422,390002,218309,304388,334331,426249
WBGene00000478,180,347,430,289,428,650,581,435
WBGene00000477,1695,2122,2080,1446,1649,1564,1514,1247
WBGene00000476,900,1450,1170,947,817,912,792,651
WBGene00020547,0,0,0,0,0,0,0,0
WBGene00000474,94235,100680,83090,101898,57708,74264,82522,103422
WBGene00000473,199821,242168,192695,242982,127362,183745,203147,259505
WBGene00000472,94522,129297,123219,104491,86172,95598,99947,98652
WBGene00020543,5,8,3,3,6,8,6,2
WBGene00020542,12,12,0,0,4,6,2,4
WBGene00165733,0,0,0,0,0,0,0,0
WBGene00166658,0,0,0,0,0,0,0,0
WBGene00166659,0,0,0,0,0,0,0,0
WBGene00166650,0,0,0,0,0,0,0,0
WBGene00166651,0,0,0,0,0,0,0,0
WBGene00166652,0,0,0,0,1,0,0,0
WBGene00166653,0,0,0,0,0,0,0,0
WBGene00166654,0,0,0,0,0,0,0,0
WBGene00166655,0,0,0,0,0,0,0,0
WBGene00166656,0,0,0,0,0,0,0,0
WBGene00166657,0,0,0,0,0,0,0,0
WBGene00046289,0,0,0,0,0,0,0,0
WBGene00165731,0,0,0,0,0,0,0,0
WBGene00173919,0,0,0,0,0,0,0,0
WBGene00173918,0,0,0,0,0,0,0,0
WBGene00173911,0,0,0,0,0,0,0,0
WBGene00173910,0,0,1,0,0,0,0,0
WBGene00173913,0,0,0,0,0,0,0,0
WBGene00173912,0,0,0,0,0,0,0,0
WBGene00173915,0,0,0,0,0,0,0,0
WBGene00173914,0,0,0,0,0,0,0,0
WBGene00173917,0,0,0,0,0,0,0,0
WBGene00173916,0,0,0,0,0,0,0,0
WBGene00194883,70,99,115,50,82,70,78,76
WBGene00174679,0,0,0,0,0,0,0,0
WBGene00174678,0,0,0,0,0,0,0,0
WBGene00023092,1,1,1,1,0,1,1,1
WBGene00023093,0,0,1,0,1,0,0,0
WBGene00023090,0,0,0,0,0,0,1,0
WBGene00023091,0,0,0,0,0,0,1,0
WBGene00023096,0,0,0,1,0,1,1,1
WBGene00023097,0,0,0,1,0,0,0,0
WBGene00023094,0,0,1,0,0,0,0,0
WBGene00023095,2,1,2,1,3,2,2,3
WBGene00023098,1,0,0,0,4,2,3,2
WBGene00023099,0,0,0,0,0,0,0,0
WBGene00174677,0,0,0,0,0,0,0,0
WBGene00011249,3,11,3,0,34,48,36,24
WBGene00046413,0,0,0,0,0,0,0,0
WBGene00009908,48,99,79,38,18,35,46,28
WBGene00009909,1,1,0,0,4,1,0,3
WBGene00201158,0,0,1,0,1,0,0,1
WBGene00009904,1642,2273,3343,1793,1400,1716,1427,907
WBGene00009905,0,0,0,0,0,0,0,0
WBGene00009906,0,0,0,0,0,0,0,0
WBGene00009907,0,0,0,0,0,0,0,0
WBGene00009900,28,22,7,26,16,31,12,22
WBGene00009901,1000,1086,1326,821,777,804,686,533
WBGene00009902,8558,7565,9642,5660,8732,7986,6648,6262
WBGene00009903,1424,1348,1473,1278,1019,1073,1011,1395
WBGene00046530,0,0,0,0,0,0,0,0
WBGene00022443,60,88,9,22,0,0,5,0
WBGene00022440,34,72,47,34,126,141,136,107
WBGene00008059,0,0,0,0,0,0,0,0
WBGene00008058,0,0,0,0,0,0,0,0
WBGene00022441,54,97,76,69,84,58,85,69
WBGene00008051,467,601,521,362,322,379,376,328
WBGene00008050,81,115,62,80,81,100,112,132
WBGene00008053,101887,133548,127908,113466,90447,114781,113612,112811
WBGene00008052,14099,17133,13813,14454,10399,13033,13807,16746
WBGene00008055,0,0,0,0,11,6,14,19
WBGene00008054,0,0,0,0,0,0,0,0
WBGene00008057,6,0,3,0,7,0,6,0
WBGene00008056,0,0,3,0,0,0,0,3
WBGene00022444,132,159,65,70,15,11,12,10
WBGene00022445,23,45,63,28,232,333,291,193
WBGene00201153,5,18,10,3,16,10,6,9
WBGene00171661,0,0,0,0,0,0,0,0
WBGene00171660,0,0,0,0,0,0,0,0
WBGene00171663,1,0,0,0,0,0,0,0
WBGene00201152,0,0,0,2,0,0,0,0
WBGene00171665,0,0,0,0,0,0,0,0
WBGene00171664,0,1,0,0,0,1,0,1
WBGene00171667,0,0,0,0,0,0,0,0
WBGene00171666,0,1,1,0,0,0,0,0
WBGene00171669,0,0,0,0,1,0,0,0
WBGene00171668,0,0,0,0,0,0,0,0
WBGene00005408,17,17,15,13,2,0,5,0
WBGene00170398,0,0,0,0,0,0,0,0
WBGene00170399,0,0,0,0,0,0,0,0
WBGene00170392,0,0,0,0,0,0,0,0
WBGene00170393,0,0,0,0,0,0,0,0
WBGene00170390,0,0,1,0,0,0,1,0
WBGene00170391,0,0,0,0,0,0,0,0
WBGene00170396,0,0,0,0,2,0,0,0
WBGene00170397,0,0,0,0,0,0,0,0
WBGene00170394,0,0,0,0,0,0,0,0
WBGene00170395,0,0,0,0,0,0,0,0
WBGene00004882,9859,11750,10008,10281,7009,8603,8801,10575
WBGene00004883,6351,6967,5987,6313,3605,4460,4491,5101
WBGene00004880,23166,28947,28167,27165,21841,26583,27244,30086
WBGene00004881,20908,26699,22959,21246,15980,19228,18527,21201
WBGene00004886,3516,4491,3937,3984,2792,3587,3647,4104
WBGene00004887,5958,7275,6144,6818,4631,5816,6152,7163
WBGene00004884,14116,21076,17058,16332,13317,16918,16011,18099
WBGene00004885,4418,5498,4136,4250,3059,4088,4090,4654
WBGene00219816,334,413,318,548,236,255,467,561
WBGene00004888,31366,35789,33514,35421,24859,29391,31286,35239
WBGene00004889,8391,11688,10148,9159,6189,8187,8006,8283
WBGene00021510,1183,2240,1752,1646,1185,1600,1613,1673
WBGene00011902,6,6,18,7,0,0,0,2
WBGene00023328,0,0,0,0,0,0,0,0
WBGene00023329,1,1,1,1,1,1,0,0
WBGene00003359,0,0,0,0,0,0,0,0
WBGene00003358,0,0,0,0,4,0,0,0
WBGene00003357,1,1,0,0,0,1,1,0
WBGene00023325,32,24,20,15,17,19,29,21
WBGene00003355,1,3,0,2,2,2,2,1
WBGene00023327,0,0,1,1,0,0,0,0
WBGene00003353,0,0,0,0,0,0,0,0
WBGene00003352,138,140,166,105,84,59,61,55
WBGene00003351,0,0,0,0,0,0,0,0
WBGene00003350,0,0,0,0,0,0,0,0
WBGene00022059,12564,17783,15672,16559,9678,15295,14603,17489
WBGene00022055,1240,1704,1270,1228,1073,1414,1435,1562
WBGene00022054,2616,3510,2860,2693,1842,2308,2141,2552
WBGene00022057,4809,6283,3529,5732,5066,7288,7391,8532
WBGene00022056,4349,5889,5276,5050,4755,5905,5898,6144
WBGene00022051,4210,6536,5565,5116,3634,4828,4947,4627
WBGene00022053,21842,28801,28071,24569,22812,23507,24509,24915
WBGene00022052,6784,8630,7743,7637,6278,7573,7779,8967
WBGene00014418,1,0,2,0,0,0,0,0
WBGene00012919,656,782,793,582,694,758,711,769
WBGene00173281,0,0,0,0,0,0,0,0
WBGene00173280,0,0,0,0,0,0,0,0
WBGene00173283,0,0,0,0,0,0,0,0
WBGene00173282,0,0,0,0,0,0,0,0
WBGene00173285,0,0,0,0,0,0,0,0
WBGene00173284,0,0,0,0,0,0,0,0
WBGene00173287,0,0,0,0,0,0,0,0
WBGene00173286,0,0,0,0,0,0,0,0
WBGene00173289,0,0,0,0,0,0,0,0
WBGene00173288,0,0,0,0,0,0,0,0
WBGene00046285,0,0,0,0,0,0,0,0
WBGene00169726,0,0,0,0,0,0,0,0
WBGene00170538,0,0,0,0,0,0,0,0
WBGene00170539,4,10,11,10,4,10,14,16
WBGene00170536,0,0,0,0,0,0,0,0
WBGene00170537,0,0,0,0,0,0,0,0
WBGene00170534,0,0,0,0,0,0,0,0
WBGene00170535,0,0,0,0,1,0,0,0
WBGene00170532,0,0,0,0,0,0,0,0
WBGene00170533,0,0,0,0,0,0,0,0
WBGene00170530,0,0,0,0,0,0,0,0
WBGene00170531,0,0,0,0,0,0,0,0
WBGene00173139,0,0,0,0,0,0,0,0
WBGene00173138,0,0,0,0,0,0,0,0
WBGene00173133,0,0,0,0,0,0,0,0
WBGene00173132,0,0,0,0,0,0,0,0
WBGene00173131,0,0,0,0,0,0,0,0
WBGene00173130,0,0,0,0,0,0,0,0
WBGene00173137,0,0,0,0,0,0,0,0
WBGene00173136,0,0,0,0,0,0,0,0
WBGene00173135,0,1,0,0,0,0,0,0
WBGene00173134,0,0,0,0,0,0,0,0
WBGene00219749,78,123,111,85,154,152,174,168
WBGene00219748,129,177,163,124,59,46,67,68
WBGene00047809,0,0,0,0,0,0,0,0
WBGene00047808,0,0,1,0,0,0,0,0
WBGene00219741,21,29,24,25,8,13,12,31
WBGene00047806,0,0,0,0,0,0,0,0
WBGene00047805,0,0,0,0,0,0,0,0
WBGene00219742,0,1,0,0,0,0,0,0
WBGene00047803,0,0,0,0,0,0,0,0
WBGene00219744,0,14,0,14,1,6,10,15
WBGene00219747,2,1,1,1,1,2,3,1
WBGene00047800,0,0,0,0,0,0,0,0
WBGene00011790,710,685,725,471,556,534,526,617
WBGene00003829,22092,23134,21142,22933,16480,19824,19915,23162
WBGene00003828,16019,18667,17118,20496,14314,13173,14570,22103
WBGene00015030,2853,2999,3449,2256,3304,2748,2817,2259
WBGene00003825,20623,29900,28187,24167,19542,23165,22720,22316
WBGene00003827,30896,43138,38423,36080,24820,33226,34052,37096
WBGene00003826,30157,40665,38007,36303,24961,31147,32223,35797
WBGene00003821,47419,52657,31585,29280,39134,43599,43722,47920
WBGene00003822,15122,23513,19904,15836,13138,16777,15628,15052
WBGene00015032,1020,1151,981,752,763,631,718,857
WBGene00011794,4389,5706,6368,4268,3756,3973,3735,2811
WBGene00011795,14267,18181,15532,13320,11443,11409,12794,14764
WBGene00017819,579,684,972,453,733,677,461,227
WBGene00017818,1674,2130,1943,1852,1326,1444,1544,1745
WBGene00011796,2975,3814,4873,3137,2660,2580,2398,1397
WBGene00017811,5420,7046,5611,5457,4593,5655,5466,6539
WBGene00017810,75,120,11,38,4,7,3,0
WBGene00017813,137,229,194,147,116,136,154,124
WBGene00015036,3,0,0,13,0,13,14,0
WBGene00017815,384,321,321,222,246,223,275,292
WBGene00017814,10187,13476,18825,9890,10117,11273,9104,4985
WBGene00017817,877,998,1060,743,786,749,664,752
WBGene00017816,37927,42087,39713,41592,30891,33452,37089,41478
WBGene00011798,1295,1137,1219,1164,1948,1597,1720,2102
WBGene00001465,2051,2484,2279,1910,1906,2027,1997,1992
WBGene00001464,954,1361,1303,885,528,524,498,523
WBGene00001463,682,804,851,716,412,447,519,586
WBGene00001462,1981,2601,2330,1787,1674,1621,1559,1233
WBGene00001461,2701,4426,3820,2843,2381,2743,2585,2309
WBGene00001460,1903,2706,2195,1846,1656,1860,1842,1689
WBGene00043994,312,425,329,324,296,328,350,337
WBGene00004769,1891,2645,2475,2089,1681,2063,2162,2378
WBGene00001468,1566,1512,1619,1445,1802,1504,1555,1720
WBGene00172668,0,0,0,0,0,0,0,0
WBGene00006624,877,848,919,671,867,727,772,751
WBGene00197286,2,2,3,2,5,1,1,2
WBGene00172660,0,0,0,0,0,0,0,0
WBGene00172661,0,1,0,0,0,0,0,0
WBGene00172662,0,0,0,0,0,0,0,0
WBGene00172663,1,0,0,0,0,0,0,0
WBGene00172664,0,0,0,0,0,0,0,0
WBGene00172665,0,0,0,0,0,0,0,0
WBGene00172666,0,0,0,0,0,0,0,0
WBGene00172667,0,0,0,0,0,0,0,0
WBGene00197284,2,2,1,1,2,1,1,2
WBGene00197283,3,0,1,2,0,0,0,1
WBGene00197282,0,0,0,0,2,0,0,0
WBGene00022253,10241,12468,11143,11519,7644,9675,16661,11100
WBGene00014410,1,0,0,0,0,0,1,1
WBGene00197281,0,0,0,0,0,0,0,0
WBGene00047152,0,0,0,0,0,0,0,0
WBGene00197026,0,0,0,0,0,0,0,0
WBGene00197280,0,2,8,2,0,1,3,1
WBGene00022251,4688,5819,5235,5151,3453,4019,4304,5293
WBGene00022250,2261,3167,2549,2489,1773,2270,2258,2423
WBGene00043996,30,35,19,22,15,20,19,17
WBGene00022257,38806,46980,32874,45306,22027,34558,37332,51273
WBGene00197022,0,0,0,0,0,0,1,0
WBGene00014411,1,1,1,1,1,1,1,1
WBGene00022255,144,220,133,111,141,141,113,154
WBGene00022254,1392,2215,2126,1589,935,905,995,715
WBGene00021362,1026,1331,1351,1134,1031,1179,1138,958
WBGene00047119,1,0,0,0,0,0,0,0
WBGene00047118,1,0,0,0,0,0,0,0
WBGene00001075,48,74,67,40,61,50,53,22
WBGene00047115,0,0,0,0,0,0,0,0
WBGene00047114,0,0,0,0,0,0,0,0
WBGene00047117,0,0,0,0,1,0,0,0
WBGene00047116,0,0,0,0,1,0,0,0
WBGene00047111,0,0,0,0,0,0,1,0
WBGene00047110,0,0,0,0,0,0,0,0
WBGene00047113,0,0,0,0,0,0,0,0
WBGene00047112,0,0,0,0,0,0,0,0
WBGene00001070,11591,16608,24965,10374,18642,20455,15447,6830
WBGene00001071,7914,10472,16157,7002,14433,12383,9739,4515
WBGene00206459,1320,1687,1519,1610,2634,2642,3077,3481
WBGene00021364,10,13,20,18,15,8,13,21
WBGene00169092,0,0,0,0,0,0,0,0
WBGene00021365,11720,16216,12606,12649,9372,13408,13307,14618
WBGene00008695,130,136,148,103,223,200,254,270
WBGene00168029,0,0,0,0,0,0,0,0
WBGene00168028,0,0,0,0,1,0,0,0
WBGene00169090,0,0,0,0,0,0,0,0
WBGene00168021,0,0,0,0,0,0,0,0
WBGene00168020,0,0,0,0,0,0,0,0
WBGene00168023,0,1,0,0,0,1,1,1
WBGene00168022,1,0,0,0,1,0,0,0
WBGene00168025,0,0,0,0,0,0,0,0
WBGene00168024,0,0,0,0,0,0,0,1
WBGene00168027,0,0,0,0,0,0,0,0
WBGene00168026,0,1,1,0,0,0,1,1
WBGene00012940,612,669,818,690,272,277,270,158
WBGene00012941,248,310,312,276,396,356,373,393
WBGene00012942,26062,37381,41330,29995,21047,21052,22359,14464
WBGene00012943,5016,7836,7476,5768,5259,6337,5981,5621
WBGene00169772,1,0,0,0,0,0,0,0
WBGene00012945,0,49,0,0,0,0,0,0
WBGene00012946,930,1035,1025,742,828,865,910,987
WBGene00012947,238,238,337,170,123,178,133,136
WBGene00012948,2181,3308,3667,2499,1841,2224,2140,1926
